Nome da música,Id da música,Características,Valores
"Roque Santeiro, o Rock",3QfAkJ9BmCS7nazmBb78Sd,Energia,0.79
Seu olhar,6HFx8qZdApWqOkGtlXJnfV,Energia,0.562
Febril,1z0jtSUpo3cAuynLkoqxNH,Energia,0.29
Touche Pas à Mon Pote,29C2OU9a4PU796hG5LCPeA,Energia,0.749
Logos versus Logos - Remix,2nMz24yzxfyZAeYg7VjTtb,Energia,0.898
Oração pela libertação da África do Sul,699R54DeeVaDU6Ti6OiEa4,Energia,0.643
Clichê do clichê,1C31BmnU71TogrfLSRhZD1,Energia,0.637
Duas luas,4tzKXUbOZQI3IJwzpUu9QF,Energia,0.8
"Final: minha ideologia, minha religião",2zqbW5zIuwqnkjP3e6mcfo,Energia,0.214
Oração pela libertação da África do Sul - Remix,3Xh1CdIGQiZc7k9avoNN3q,Energia,0.598
Logos versus logos,70FigXYbNTCy0fSJCShhhI,Energia,0.864
Nos barracos da cidade (Barracos) - Remix,6qUvoklN7k5nsJ0ao70zlD,Energia,0.634
Nos barracos da cidades (Barracos) - Ao vivo,5ZhsF5ZN1vBRQzcoOzRL2n,Energia,0.873
Seu olhar - Ao vivo,3f9aPvTB0bWIDuAsG4AS2Q,Energia,0.864
"Quilombo, o el dorado negro",6uCIYjXl2V5hCzs6cM0Xid,Energia,0.744
Ganga Zumba (O Poder da Bugiganga),19LcckvlyaNadqi11s2Ffv,Energia,0.558
Chegada em palmares,24oYiI6A92avrcYcBrSQs8,Energia,0.557
Despedida de giangia,0mSUnBVbiyo5VFfGTsowAe,Energia,0.333
Alujá do Rei Xangô,6Ss44J6cu2i7QXanYPOE6s,Energia,0.772
Zumbi (A Felicidade Guerreira),3zD6X6ZrD8WMUuTgnyR14W,Energia,0.389
"Dandara, a flor do Gravatá",0POWcKxsri2zjhMddH2J6L,Energia,0.463
Festa do cometa,3XgB17yH9Rnj4RSVxBpeSV,Energia,0.741
Saída para a guerra,1UinEVnCprINJkwlF4TBEU,Energia,0.449
Tambores esquentam / Namba dança,21hula845RIdPKts7XNNFC,Energia,0.357
"Namba dança, a gangamorada (feat. Nara Gil)",76mDMurEeX5TLLYcny91Rm,Energia,0.312
Fuga no canavial,2ctJUdCYOBCXG5ojNklB7c,Energia,0.463
Cérebro eletrônico,4C5d7OySzFnO3LJAEiEs3i,Energia,0.548
Geléia geral,2HrocmoGvXltItP4LtueVH,Energia,0.695
A raça humana,4eHzMSUagfMC45ddu8fKCI,Energia,0.126
Extra II (O Rock do segurança),5DWZpXvoUJNaNEZULrqugu,Energia,0.86
Feliz por um triz,0hEweNyYTTPOBYJ2eignGc,Energia,0.87
Pessoa nefasta,2kVPGYJUEmpGsP72ZK4yzF,Energia,0.74
Tempo rei,4GaulhiIcgaAnwxJOot9xw,Energia,0.58
Vamos fugir (Participação especial de The Wailers),0Lcycsddsg3T9F9sqDTWgx,Energia,0.528
A mão da limpeza,7M8NmxCUX8O5W7dtU9zxua,Energia,0.702
Índigo blue,7rCPMBZ7YWjF2qXjXcNM5v,Energia,0.433
Vem morena,7riwJSPNPgy9QhRyZ5MaBL,Energia,0.877
Vamos fugir (Gimme Your Love),4Ulz7tPZnuXymtbCVKlhZ1,Energia,0.566
Vamos fugir - Instrumental,7cDm1HWSNs7uuGQ2kIxKvm,Energia,0.518
Pessoa nefasta - Instrumental,4yIF3qQtlcK64ajTnrJ68Z,Energia,0.734
Pessoa nefasta - Remix,0OzugE0GV3LMC0MxcNJwQx,Energia,0.868
Extra,3GS0CICQvKGCQcI7lNalcT,Energia,0.561
Elá poeira,2VjKaox4b3ivE958c4JdtC,Energia,0.905
A linha e o linho,5J9Xzqe3CiBPBbs67TA8nL,Energia,0.228
Preciso de você,58XjGsoamz0CxeI8mRsurt,Energia,0.614
Punk da periferia,2pqPSL5aRAW4cluteEgCIS,Energia,0.79
Funk-se quem puder,0VOTHJFg4WNqO08vyu7usH,Energia,0.757
Dono do pedaço,0LVpXzzBOHdDU1nIRXMkil,Energia,0.66
Lady Neyde,4re6Lya641Xp89FpcE2EfL,Energia,0.395
O veado,6FZVResAXVYYMGQpcrs4C7,Energia,0.359
Elá poeira - Remix,4OJSdmdxQsaqy3UHeWGKVP,Energia,0.765
Punk da periferia - Instrumental,4L2E9M1fi4ZGr0D90GHBRc,Energia,0.762
Punk da periferia - Primeira versão,05WMgik8t9XsYJutcxKRHe,Energia,0.71
Funk-se quem puder - Primeira versão,5NaJUrxbBdxbNyq2U5bjOt,Energia,0.576
O veado - Primeira versão,04z4VpGyfqBnr54UHXFcHW,Energia,0.224
Banda um,1SLrBTVPmeRlWlTAtrXEKi,Energia,0.789
Afoxé é,5rcPJtD4fFl60HoSqAEcWP,Energia,0.617
Deixar você,117pf5wgOdGxErNTQL3Fn8,Energia,0.549
"Pula, caminha",3nh037riX8P0v4ncCN96ul,Energia,0.722
Andar com fé,2BvDFQOl4JieEGK2cgKOey,Energia,0.647
Drão,2MddJi3XeknnPQ0cyfLLIA,Energia,0.342
Esotérico,0tVxzsIpzTIj41DTHAvFxs,Energia,0.397
Menina do sonho,6gc4d4ai3wOepYlD5UcpGq,Energia,0.575
Ê menina,1mJWA9zrtaqwrB1glaHmzh,Energia,0.507
Nossa,3VyloXuok8BFg0JOfjvNbj,Energia,0.249
Afoxé é - Primeira versão,0mPJUyreiRiauN66P8D8Jm,Energia,0.49
Deixar você - Primeira versão,60p2MeyYfIOSMdk5CefXjT,Energia,0.354
Esotérico - Primeira versão,1cBzDzzx21b28P34lSAQN0,Energia,0.286
Banda um - Primeira versão,1hPfxIfV7cZrLnS25PSHMh,Energia,0.613
Ê menina - Primeira versão,4P4EomSWKSH1A4RhiSP1iZ,Energia,0.546
Esotérico - Regravação Take 01,0GQLDLMAVibr9KuiiYSUUT,Energia,0.433
A gente precisa ver o luar,7Bti8IVSSLxu5ckQ8q4CgN,Energia,0.659
Sonho molhado,0uJC6imUq4NHO5kC027d2L,Energia,0.853
Lente do amor,4vJVjpJVL8mMbG3trIVpLS,Energia,0.743
Morena,7sWRrd2ElEL0QEOrHR0emK,Energia,0.559
Cara cara,6E8i7iI0po4ORPLF41wXZ4,Energia,0.608
Cores vivas,7Kt6S5FOnNwW1wmn7RKcCc,Energia,0.688
Axé babá,2kiHdq4DVwi8ihkgOtfSq1,Energia,0.675
Flora,2d6HUjRD2N6WoO9jWc76Jw,Energia,0.186
Se eu quiser falar com Deus,6Sj2drUiLIkSap1jKrIqT5,Energia,0.323
"Marcha da tietagem (feat. Dodô & Osmar, As Frenéticas)",5q6bKjjn94Zci5bs1Dxh0y,Energia,0.803
Corações a mil,0lGR0SYHflcAddR0QaZFOH,Energia,0.519
Cores vivas - Ao vivo,4xGIgyy0mC2jRqmBfl3Rx2,Energia,0.691
Realce,6991iMrfqqHjYSPzsobNeW,Energia,0.886
"Superhomem, a Canção",5AJJz1Z5M3aVivjd3DTaYF,Energia,0.391
Marina,6rj71NhynREklDQArZZO3k,Energia,0.838
Toda Menina Baiana,0ENvhTTww1MVOulrzuxSmu,Energia,0.897
Logunedé,7yx0UU7RjwJkKkMuG0fsdb,Energia,0.602
Não Chore Mais,6ORtRFCBdGGsPtMU09wtE8,Energia,0.555
Macapá - Bonus Track,7JFmDgRCZMxWLD9LkmLFtW,Energia,0.887
Acertei no Milhar - Bonus Track,4n4UubMOKtZ7p2ZyZLpdeN,Energia,0.665
Senhor Delegado - Bonus Track,5zvrHL1fITX3gJkQnGYuGX,Energia,0.94
Escurinho - Bonus Track,3rIdq9ozT0UKFGAnSKMxsV,Energia,0.874
Minha Nega na Janela - Bonus Track,6F29p34QSMEqIeSQ2uGztY,Energia,0.717
A Situação do Escurinho - Bonus Track,3iFnpffo8liYe1XvEzrCHY,Energia,0.835
Samba Rubro-Negro (O Mais Querido) - Bonus Track,3FlVb8xqQigqjt5qF8s2k2,Energia,0.888
Goodbye My Girl,5kLByJY3DR9ZqnsWhnUQIO,Energia,0.577
Ella,1ZMLojLWTXyW9SqRXsCOB1,Energia,0.771
Here And Now,2nVjDU02DU54p6lrscXVE9,Energia,0.36
Alapalá (The Myth Of Shango),7fREw3YEAbOUh2Sqo4hM9M,Energia,0.751
Maracatu Atômico,2kZDs0Cuo9utZEAdwvmzNf,Energia,0.832
Move Along With Me,7eWjTtfgFfZ7OYlMeHHuYn,Energia,0.649
Nightingale,437dlURhXGc2qSEPVYsDze,Energia,0.486
Chuck Berry Fields Forever - Ao Vivo,18xA2gThKb1ve1HbetnOfd,Energia,0.735
Chororô - Ao Vivo,69XTw4ewd6mQn0k2RzeOj1,Energia,0.822
Respeita Januário - Ao Vivo,0iPjrGj9TwV6F5T3AFPtTE,Energia,0.963
Ela - Ao Vivo,6fRBL1yXC7nyWXU9S5F6S9,Energia,0.876
Batmakumba / Exaltação À Mangueira - Ao Vivo,2StN2mqTZzyihmq1hf6MRa,Energia,0.882
Procissão / Atrás do Trio Elétrico / Mamãe Eu Quero - Ao Vivo,68nu5w9b1vI3fBqcbtkbPg,Energia,0.976
Triolê - Jam Session ao Vivo,6cF3AG8IVesNr5zR3GwgiL,Energia,0.984
Refestança - Ao Vivo,1JJiloNCBMGJuANMNhlNPr,Energia,0.93
É Proibido Fumar - Ao Vivo,7C6l6UEYfsxqpNEzwYMU0e,Energia,0.93
Odara - Ao Vivo,1noR56NNYblmqSFYiiBOhl,Energia,0.874
Back In Bahia - Ao Vivo,5W1S4q97CSecUYG98aThmx,Energia,0.939
Giló - Ao Vivo,5tg2mFGBPA0HjOB7hVj3Se,Energia,0.86
Ovelha Negra - Ao Vivo,3ASCayUd5AXMpi0GqJ3Z9u,Energia,0.554
Eu Só Quero Um Xodó - Ao Vivo,5H20zwBZEHezNHkRUcwAEM,Energia,0.794
De Leve - Ao Vivo,09jMOKzZYxvVAvWWg8ljt7,Energia,0.879
Arrombou A Festa - Ao Vivo,47xuNBjsmaXxAb32T1YK0O,Energia,0.911
Refestança - Ao Vivo / Reprise,5PayCIH9AUftlqOIjyCOxc,Energia,0.923
Ninguém Segura Este País,1cjDEvOrNhMcD3XY6w1JKf,Energia,0.741
Satisfação,43rUtGy9nBhH3Q3bHyUpie,Energia,0.886
"Ha, Ha, Ha",0XWNJm6BYfgCAmNQ6ixyEU,Energia,0.637
"Tiu, Ru, Ru",248wmlLCEX96JiTtO3bPXx,Energia,0.804
É,6opGZKDAfhhu4FabsZLrrS,Energia,0.715
Ela,70ctQzBQmXnX5lnHfm2EFp,Energia,0.886
Tenho sede,1KUAQejqLmMNXm4cIxAke6,Energia,0.441
Refazenda,4NzY5auu3oohqRKDPZxKEF,Energia,0.742
Pai e mãe,7hnkJ0iOMDmBv26XkYh0pZ,Energia,0.307
Jeca total,2zqDnKKewT9yOGBxuNOktN,Energia,0.392
Essa é pra tocar no rádio,0oKdRo3PnJEblu8B6gW3bY,Energia,0.933
"Ê, povo, ê",0RMwfczx6A7dYUB4Q4q2nf,Energia,0.825
Retiros espirituais,4m50HRfae0bLJnbnJZexyn,Energia,0.359
O rouxinol,0XaX67K7N1T8973AZK2lAD,Energia,0.333
Lamento sertanejo - Forró do Dominguinhos,6pxYLrq62hxOHzU5XL6S2x,Energia,0.404
Viramundo - Ao Vivo,6uAu4oTQQqJwcMmhARoVkc,Energia,0.654
Baby Hippie - Ao Vivo,5SkNJUtNpqiJsxZdX2lwM6,Energia,0.0834
Músico Simples - Ao Vivo,0jP4dp0r7Q63PYDt6IzeK6,Energia,0.0168
Lamento Sertanejo - Ao Vivo,66dyShu6mWDReEuKjHaZGt,Energia,0.14
Planeta dos Macacos - Ao Vivo,4QMzYio2ipz16HCr3gdhyV,Energia,0.276
A Gaivota - Ao Vivo,2PnivM84Fpuqt0NxoQQ5HV,Energia,0.489
Queremos Saber - Ao Vivo,6kfsTjxYThSAYFytZi7xMM,Energia,0.238
A Sociedade Afluente - Ao Vivo,4SjKQqDNk6nR0pLUVbk73y,Energia,0.285
Cada Macaco no Seu Galho - Ao Vivo,1WqG0yibo7bn1HLDMRzp84,Energia,0.761
Ele e Eu - Ao Vivo,6XaFzWZMG7LiZazRjJxLe6,Energia,0.138
"Objeto Sim, Objeto Não - Ao Vivo",1uI7je79F43KbPY0EsM41A,Energia,0.3
Procissão - Ao Vivo,4Tzt3i3Cr0wKH4SSIGqD0x,Energia,0.34
O Bom Jogador - Ao Vivo,7nlPZVn6YNKYktI9Ws4ajd,Energia,0.935
Brand New Dream - Ao Vivo,5mjnIiMRibyNDot7QqaVEK,Energia,0.89
Meu Glorioso São Cristovão,6dmbrQubLeaUcudXEsPdDW,Energia,0.638
Nêga,2wVAli5Mb3FFE25WMg41FH,Energia,0.818
Jurubeba,0A0GgWBvBlaQ6uBLmoobv7,Energia,0.867
Quem Mandou (Pé Na Estrada),6PQwpdVsx0zAJkiUxP62So,Energia,0.731
Taj Mahal,0dtpc0QqJ3FIgvmIHHmn9I,Energia,0.844
"Morre O Burro, Fica O Homem",4SygMOOy04okiuzz7ueOaq,Energia,0.908
Essa É Pra Tocar No Rádio,2GYVxuXTVXfD5PKJn0rwAG,Energia,0.941
Filhos De Gandhi,0ILb6D3mHmpzw5uJGARuat,Energia,0.806
Sarro,2InVet83TiKKaP39UFeAfC,Energia,0.831
João Sabino - Ao Vivo,3EjbRNvxfgEh3IqidQDrCI,Energia,0.717
Abra o Olho - Ao Vivo,2bHlzh32V7dASiyf5sjQP0,Energia,0.59
Lugar Comum - Ao Vivo,5MF4WnkErowBw2uYS3Efds,Energia,0.569
Menina Goiaba - Ao Vivo,4I7Slcjj2Z7Nm5dhtu33gS,Energia,0.732
"Sim, Foi Você - Ao Vivo",68FG04tl9aJOOinvWvv0qW,Energia,0.127
Herói das Estrelas - Ao Vivo,3XBVe1vNT9MA7dBSiTSjHO,Energia,0.901
Cibernética - Ao Vivo,4DnH2PoLBNAfiP6hsLEi8w,Energia,0.257
Dos Pés a Cabeça - Ao Vivo,6xQGNqhjrwCxF889u1sTtq,Energia,0.237
O Compositor Me Disse - Ao Vivo,7e0fv5yVp9xptZ4Ut4bVCO,Energia,0.269
Copo Vazio - Ao Vivo,4efJRYO725mIxDtZoQLk6l,Energia,0.26
Dia de Festa - Ao Vivo,7fL94zmrcQRZhpSPbiMtaW,Energia,0.725
Quem Nasceu,1RFT06cfiRnG5paPEBYEOs,Energia,0.393
De Noite Na Cama,5hs3HdOVAFjpvXkNkPppn4,Energia,0.0765
O Conteudo,08atisrQRMYy7YpD1MbzF3,Energia,0.529
Terremoto,4u5UQARJeVubo6EEDLLN6k,Energia,0.673
O Relogio Quebrou,1kczcHWnVkooQJWUKNGseu,Energia,0.466
Cantiga Do Sapo,48U7MNRBs7NgA9hUZvp0cj,Energia,0.311
Acontece - Ao Vivo,0HQSUqyEv3IY3O35DqY4wp,Energia,0.299
Felicidade (Felicidade Foi Embora) / Luar Do Sertão,1MBLDt45Bg4Ol6F9PEdTN8,Energia,0.106
Apresentação - Ao Vivo,05JwdYzM79i3iR7QJ802pT,Energia,0.593
Chiclete Com Banana - Ao Vivo,7kNrkY8kb7qXEK0Gp4ARIQ,Energia,0.675
Minha Nega Janela - Ao Vivo,2P8JYSwH37cpBe5FfXVjdD,Energia,0.675
Senhor Delegado - Ao Vivo,5VW6zT0juaa28arHiJwFJj,Energia,0.692
Eu Quero um Samba - Ao Vivo,4Si3PGrqklPuCBXEw6TE5t,Energia,0.46
Meio de Campo - Ao Vivo,66OkSdp2svgc4HNhCb5qNH,Energia,0.729
Cálice - Ao Vivo,1PARDo3xqFIdJSUkmLD1XJ,Energia,0.542
O Sonho Acabou - Ao Vivo,5BSp2H0HPHajTIjTIefYhT,Energia,0.5
Ladeira da Preguiça - Ao Vivo,29geeqOss5dktfTW5avR4U,Energia,0.633
Umeboshi - Ao Vivo,0F5Y81kN99HzKEpopvhxQn,Energia,0.512
Duplo Sentido - Ao Vivo,2qszRKA0tkOTqxVYUgLDIU,Energia,0.393
Cidade do Salvador - Ao Vivo,1azufqUVx3vTfRnUDj6wia,Energia,0.19
Insã - Ao Vivo,2DNXgPdesy1L7nt3L9de95,Energia,0.207
Eu Só Quero um Xodó - Ao Vivo,1dNQIMm2sf5EVmjoyrGOlC,Energia,0.365
Edith Cooper - Ao Vivo,4fLGRZzuzXpcNRRqhmZfWb,Energia,0.37
Filho de Gandhi - Ao Vivo,6zzO1m64qG3bFphwGwfh53,Energia,0.482
Eu Preciso Aprender a Só Ser - Ao Vivo,1yBZSbpw11uWzgfmTKdmit,Energia,0.341
Cálice - Reprise - Ao Vivo,5qZcLERFO6bxKIRsBwGToR,Energia,0.561
Essa e Pra Tocar no Radio - Ao Vivo,5bQO7BEAGtYsu23f8Q98wH,Energia,0.722
Iansa - Ao Vivo,1cVrcImd42AiP5t0CGjQvM,Energia,0.359
Doente Morena - Ao Vivo,7o01mwTStT7288eoPDlTTK,Energia,0.16
Imbalanca - Ao Vivo,7ovnl0oXwo0t2bUKLnbwZt,Energia,0.554
Ladeira de Preguica - Ao Vivo,22QPOtXp7PfK2ty4jahaYw,Energia,0.71
Minha Nega na Janela - Ao Vivo,5tVgdggUMFt7BlkL3WUWXU,Energia,0.268
Tradição - Ao Vivo,44QD3Pq2xstGnQRyL4Dflb,Energia,0.16
Preciso Aprender a So' Ser - Ao Vivo,16qilfchIHnjs6y97Od5T3,Energia,0.195
Edyth Cooper / Back In Bahía / Procissao - Ao Vivo,3zHW28qJB0iSByH8JSr0MT,Energia,0.783
Preciso Aprender a So' Ser - Reprise ao Vivo,7oMpWPWH8BZBUOzmwcG7BR,Energia,0.179
Iansa - Reprise ao Vivo,6PXbB9iPJA4B6RfRo4t505,Energia,0.469
Cidade do Salvador - Reprise ao Vivo,5RQkPJ6c5cIyoxL63ShReg,Energia,0.0706
Cidade do Salvador,0GO907rBGig3xgTOEXkV6U,Energia,0.424
Imbalança,08CCGjuQlZeAiiK7P4IxDf,Energia,0.768
Duplo Sentido,20iogyDGjH5Yu4xyMwltAh,Energia,0.502
Maracatu Atômico (Primeira Versão),0bwJpCQ1BN21SQ1VgedVWc,Energia,0.84
Maracatu Atômico (Segunda Versão),1kEZgZoAmCmefgOoGElWly,Energia,0.91
Todo Dia É Dia D,4aIYwy7VrlgB6zjQv3i7W4,Energia,0.194
Esses Moços (Pobres Moços),2priroL0tMZiug9uxumGdu,Energia,0.265
Pocalipi (Primeira Versão) (Bonus Track),4riuk9PLlnS4GXKmXEcGpq,Energia,0.913
Pocalipi (Segunda Versão) (Bonus Track),0cT1fIJvyzcK0ghphOgx5k,Energia,0.934
Maracatu Atômico (Bônus Track),1TSiTROqDLHfKYtPY005Mp,Energia,0.872
Meio de Campo,7Hcm8xbfTyqI9OulHwwLqv,Energia,0.902
Eu Só Quero um Xodó,4Fx33umFnl998GTZvpH6OD,Energia,0.86
Edyth Cooper,3iCgMjtlsCG2y0Z0UZ9oE1,Energia,0.88
Umeboshi,18WwoiTz18O7s6GCleB5JC,Energia,0.843
Essa É Pra Tocar no Radio,6FdfLunWCspeKD26Fqe5B8,Energia,0.942
Minha Nega na Janela,24TgyS2cwrtAalQLNiBS1T,Energia,0.494
"Ó, Maria",66WjNBoH1ovhqYSzFhRwUg,Energia,0.368
A Última Valsa,1t195mzm8Rahw8HF5IILBy,Energia,0.186
Ladeira da Preguiça,2ngfW2ZTToFbxVNj3mxQh1,Energia,0.529
Rainha do Mar,344nzDaJZmq2RI3IzMZCmw,Energia,0.423
Iansã,4ykSXPfUQ7c3R2qtINvObx,Energia,0.7
Doente Morena,1vUhT7NkYq0cHFISsEbYXs,Energia,0.476
Back In Bahia (Ao Vivo),2Yv8FPQ8MJgQfuMzqSITuW,Energia,0.457
O Sonho Acabou (Ao Vivo),0QDYODJbKbQVWj0q8WbVqM,Energia,0.361
O Canto da Ema (Ao Vivo),2pPsbvUhXaVjuQyv3SAprE,Energia,0.785
Sai do Sereno (Ao Vivo),31qkGOjSS7CTmYJKqHYO1d,Energia,0.455
O Bom Jogador (Ao Vivo),01wBsEsZlwBPvEPNkayvLJ,Energia,0.719
Madalena (Ao Vivo),18qr9bzyBFVFqc1bJ8kvd7,Energia,0.355
Cultura e Civilização (Ao Vivo),0B3sbJVEqpdVswQwRIDWAF,Energia,0.665
Brand New Dream (Ao Vivo),55xYP8uVK8mMxFsFADi8Bc,Energia,0.606
Oriente (Ao Vivo),5RzAmBXpsixciGYLuAy0Bu,Energia,0.202
Back In Bahia / Atrás do Trio Elétrico (Ao Vivo),4aKeX9CbHGDudUcfQaiTsD,Energia,0.856
Cinema Olympia - Live,68bjQyi6TbVKwQ2sxUBnUB,Energia,0.956
Frevo Rasgado - Live,5WHdCsqBf2P5PrhmqUl9WI,Energia,0.914
Superbacana - Live,6ktxL0SolYLqbRr0aMaLsE,Energia,0.772
Madalena - Live,3K67BDXdfx6uJDJwPCJTTI,Energia,0.928
Atrás Do Trio Elétrico - Live,222HvnE5HkzwCXHLuxqezJ,Energia,0.986
Domingo No Parque - Live,4xF2764imw9VelEtZvpz9E,Energia,0.593
"Medley: Alegria, Alegria / Hino Do Esporte Clube Bahia / Aquele Abraço - Live",3nE7vn4fTUyj2SyS0apOgr,Energia,0.944
Pipoca Moderna,3kniTQ7wX2C4f1rUrTjDHi,Energia,0.165
O Canto da Ema,3ni5hqd2KImirx2pC1iv3N,Energia,0.754
Ele e Eu,27sgtz1y5M7R5ugBsxSZXx,Energia,0.299
Sai do Sereno,2xGDpw06F4ZUIap48JbZPD,Energia,0.692
Vamos Passear no Astral - Bonus Track,4kaUR6RrKkJrzbothYMNzR,Energia,0.637
"Está na Cara, Está na Cura - Bonus Track",7d4uIReEHbmMfsZv6bihTV,Energia,0.817
Coração Vagabundo,2znydxxc0d7aRw5LL6roeV,Energia,0.151
Vapor Barato,53NGxujaNAPu36WvvcMtuj,Energia,0.274
Como Dois e Dois,1W59O31E1Gv7cQmHl00crs,Energia,0.355
Dê um Rolê,5jJPyZV36GlAhgMI8Mqd7d,Energia,0.395
Maria Bethânia / Bota a Mão nas Cadeiras,1mpRWhogOB1Tl8hfkEOl8W,Energia,0.49
"Chuva, Suor e Cerveja",16XHIKbufXCk7ikqgrgixk,Energia,0.688
Falsa Baiana,2Gd9RVU614nxEveEzT8Mha,Energia,0.281
Acauã,4fYpCOvluZtcn9JuH1mDJg,Energia,0.26
Brand New Dream,4YJMMACp8nOyVPYL6yT1og,Energia,0.442
Sgt Peppers Lonely Hearts Club Band,2VGilZskkbPnA0PI4KtVsa,Energia,0.122
One O'clock Last Morning,44yDdswXB3qGNVoZUsHYpF,Energia,0.0897
Up From The Skies,3yH5AZH517yjuJ5MUMpaoc,Energia,0.108
Viramundo,4n4F4A4bFejRF4eQToZaE0,Energia,0.565
Nêga (Photograph Blues),3leL4TMtH6CeNLonEsWT4l,Energia,0.646
Can't Find My Way Home,79yHFFrvxBkUL8O8ieGlbR,Energia,0.22
The Three Mushrooms,6Dq9zps3YJiSDCEhne4IHS,Energia,0.521
Babylon,7rO1WtdonR4fGPwIM1E3OF,Energia,0.522
Volks Volkswagen Blues,14LfjyoIQ7RRUNeRz5ecKk,Energia,0.45
"One O'clock Last Morning, 20th April, 1970",4oyklx1iro9Rs6hDqJQ0Hd,Energia,0.521
Crazy Pop Rock,4lkR21GMxv8dzVyCktZ7nB,Energia,0.807
Can't Find My Way Home (Live) (Bonus Track),5TkY6RVHJrcaWhdFBE7NJJ,Energia,0.335
Up From The Skies (Live) (Bonus Track),760SAKWxzzFp4TR2M6niKX,Energia,0.361
Sgt. Pepper's Lonely Hearts Club Band (Live) (Bonus Track),041NJc7TIqqN9WjVjkWU0S,Energia,0.176
Diga a Ela,4mOcY8qgzdfl7uFcKBszsI,Energia,0.354
Mr. Sganzerla,40rm3ZZ35Dad0wzZ6QHkFP,Energia,0.691
Blind Faith,4BHGqr56Et50PKBKCIzZKo,Energia,0.42
Yeh Yeh Yah Yah,0JLpvTjjiO53N4bbA0ruJl,Energia,0.479
Tomorrow Vai Ser Bacana,7kx7HEghi5iKcIZSyNatqD,Energia,0.698
Diga a Ela (Versão Editada),2WmBVEAY5on4UMnZwKjNnP,Energia,0.424
17 Léguas e Meia,2hVDWkOUURBPyQ2CbE1TT9,Energia,0.843
A Voz do Vivo,4KFOLWuAZbQAHVaMTaugRV,Energia,0.79
Dois Mil e Um,3OaKtW5vinMhsu9dn7J2KB,Energia,0.8
Futurível,5WfsYhOLK6A5Q9NAvncEDn,Energia,0.569
Objeto Semi-Identificado,0pZzusw53vFB8fn3qoIdj2,Energia,0.888
Omã Iaõ - Bonus Track,1V5ZrS4FTBpptOYYUBKHXG,Energia,0.554
Aquele Abraço - Bonus Track,2pEjCBadgy9aencJgGJcJB,Energia,0.714
"Com Medo, Com Pedro - Bonus Track",4ql5hmt2zsWt5KB6VUXNAy,Energia,0.375
Cultura e Civilização - Bonus Track,1hOaf6oPeoSzFc2Voq6Zut,Energia,0.473
Queremos Guerra - Bonus Track,0wgYFQS0TqdMBBFvKvlhgo,Energia,0.59
Coragem Pra Suportar,1lkfaBKNEEOwb9TYDGrzYZ,Energia,0.574
Domingou,5Dg3POGhLWS9QfHlhESsHF,Energia,0.746
Marginália II,7q5PZjcIIKaOZcGbGDCiQx,Energia,0.882
"Pega a Voga, Cabeludo",6AbradIfQTsIxHO5tUGhD4,Energia,0.937
Ele Falava Nisso Todo Dia,5mvGkKM0RAPt3GoCMX5cPO,Energia,0.802
Luzia Luluza,2ED0M5ZgV0lnTwGQ189AYA,Energia,0.634
Pé da Roseira,528zE2dUiapWClnhIJSuqv,Energia,0.52
Barca Grande - Bonus Track,3heoYhi2qocVDYu9AJyjLv,Energia,0.459
A Coisa Mais Linda Que Existe - Bonus Track,01qsSdQeyLsi8Ehgw15aLN,Energia,0.552
Questão de Ordem - Bonus Track,3nRQNTl3wiLmQBDILZhe29,Energia,0.814
A Luta Contra a Lata ou a Falência do Café - Bonus Track,629w2AOADAkp0BmfxBvTDp,Energia,0.473
Louvação,3DLROXO3OgoXZyrK5shK3Z,Energia,0.587
Beira-Mar,3xFeT1A0SQj9d3u4USk4Z0,Energia,0.221
Lunik 9,1UKpJDk3LNevC2CKBAYMNG,Energia,0.419
Ensaio Geral,5kupvEyqXVR5Pi6XmE6oqk,Energia,0.699
Maria (Me Perdoa Maria),4CVNqXoN7vUJ1YqF4RJkRx,Energia,0.195
A Rua,1DFizjKNind6QM7tDUTU95,Energia,0.24
Roda,0HJCCou1xOZnZ6GdK3cHiZ,Energia,0.456
Rancho da Rosa Encarnada,1UOSqSPrModiOPqMqxcKO6,Energia,0.56
Mancada,6ujSuZdXwjaNp4n0KnIt7v,Energia,0.493
Água de Meninos,0FOkBBgP8yKjcHWkaYUDwE,Energia,0.293
Minha Senhora - Bonus Track,434vqZiK7OwcKHWQYUYaVf,Energia,0.559
A Moreninha - Bonus Track,02abJexsu6lFf7pd569DiH,Energia,0.431
Povo Petroleiro,04E7PQOJGGuU4wID0R62Lc,Energia,0.431
Coça Coça Lacerdinha,6YGbe4Epc1ADqiobaewM8s,Energia,0.551
Serenata do Teleco-Teco,2KoIdTuXdGAKEPSqxFaD1l,Energia,0.389
Maria Tristeza,2h5KUFslvgr0aY3f7QEYj8,Energia,0.0826
Vontade de Amar,0ihS9rc9qo04L4KiviVJi7,Energia,0.396
"Meu Luar , Minhas Canções",5VuHbGLvRjdDZrITZEQ0Ok,Energia,0.0518
Decisão (Amor de Carnaval),53UIagmAb73UJoT3mBESbq,Energia,0.445
"Vem , Colombina",5P6tjIR78Khuc0Z5TcGmS0,Energia,0.381
Iemanjá,40Nblc9hWUR2kwMGVzdvQO,Energia,0.341
Minha Senhora,3e3hMDE2nqz1gBP3LfsTfS,Energia,0.313
Felicidade Vem Depois (Se Você Disser),61jjPW6XKeebm0xwmFkVGj,Energia,0.084
