Nome da música,Id da música,Características,Valores
Esotérico - Ao Vivo,5EHtBrWpzl21yNiyjdPACV,Valência,0.425
Tres Palabras - Ao Vivo,6omeugqBR0frUFKZE5qrap,Valência,0.195
Drão - Ao Vivo,54tuchh3TmLr8HlCTzD7S5,Valência,0.195
Não Tenho Medo da Morte - Ao Vivo,7efvCpM8oQaxM18rW6q7O8,Valência,0.435
Expresso 2222 - Ao Vivo,3eREK42OsQAMyvapUxrUKW,Valência,0.449
Toda Menina Baiana - Ao Vivo,6C4wpeJ39ESC8F4GL3fMBt,Valência,0.834
Nossa Gente (Avisa Lá) - Ao Vivo,4vc33ZNJDcUCa3DbFF58mY,Valência,0.733
Andar com Fé - Ao Vivo,1fXSn69hfQtIlFWePcQTMH,Valência,0.701
Filhos de Gandhi - Ao Vivo,0lZXZi9yZc7Lb9IjQ3TFj1,Valência,0.572
Desde Que o Samba é Samba - Ao Vivo,2Whb7oltxAms2AYURKLvhK,Valência,0.465
Domingo no Parque - Ao Vivo,2lD05Ykfh2VRTg35Q5lAKm,Valência,0.472
A Luz de Tieta - Ao Vivo,5ReB3gWebevVJ0ziEvcqyO,Valência,0.493
Maquina De Ritmo (Rhytmn Box),1ClvpqV7sxAs0ycXys4g08,Valência,0.35
Eu Vim Da Bahia (I Came From Bahia),7fH9aj9f7bI08X0Ymk0Yue,Valência,0.368
Estrela (Star),2gpgKNzAcCnW99OD5za2vJ,Valência,0.176
Quanta (How Much),7Dcx6tWHfkP1AGp508Z4jA,Valência,0.364
Futurivel (In The Future),0prJvC7KpXd4aF5f1Cd4dk,Valência,0.415
Eu Descobri (I Discovered),4iZld5sS6Tqkq64DzKpTZH,Valência,0.337
Outra Vez (Again),6McsTmkQ932ybq8ZnYeeBq,Valência,0.506
Nao Tenho Medo Da Morte (I'm Not Afraid Of Death),3cPFWdlP1yFDZRToaXwwKj,Valência,0.268
Juazeiro,0Fcjx9qKluwWtnOoH7gWL8,Valência,0.587
Tres Palabras (Three Words),5VF0eS8b953wgcAnBbG9Ks,Valência,0.153
La Renaissance Africaine (The African Renaissance),5s6ITEcxe3tKxgMlRYxJ52,Valência,0.779
Panis Et Circenses (Bread And Games),1x6WjrQkBojFSSfobfwcfw,Valência,0.431
Oriente (Orientate),0xUJu0GIC63LiMderOKO58,Valência,0.284
Andar Com Fe (Walking In Faith),7tw5SQbbtR0VEkhdLceOVY,Valência,0.313
Domingo No Parque (Sunday At The Park),7HNwrQAcRK5Vpafie0Ef6V,Valência,0.536
Aos Pés da Cruz (Ao Vivo),0MiFkU1zy7EMmcEqj5eESP,Valência,0.697
Você e Eu (Ao Vivo),2qfVKlSZOIMMySd0hH5Mf1,Valência,0.452
Tim-Tim por Tim-Tim (Ao Vivo),0ecR8sPM42jsxnwXmluYlf,Valência,0.842
Rosa Morena (Ao Vivo),2ZujRmE0fezFxrkL7ZTyyA,Valência,0.86
Desde Que o Samba É Samba (Ao Vivo),2nOMf9gajbd2lhZh8dt4FK,Valência,0.598
Rio Eu Te Amo (Ao Vivo),1jVdfVJt2nYss1IiOzya16,Valência,0.65
O Pato (Ao Vivo),0QAG76I6YcpQyOzLwBSkmz,Valência,0.733
Doralice (Ao Vivo),6b4k33T64DR3EPtE2QVJU5,Valência,0.859
Um Abraço no João (Instrumental) (Ao Vivo),3TnCgYQrtkKNl63eZAYnaV,Valência,0.778
Gilbertos (Ao Vivo),3MJJ62IUfi66QwW1hcB7V3,Valência,0.471
Ladeira da Preguiça (Ao Vivo),6iqUyy7LXzwAohfX5KTPQm,Valência,0.543
Desafinado (Ao Vivo),6701Hhf81jukimZL6dzjV5,Valência,0.163
Máquina de Ritmo (Ao Vivo),4XdQLs1QnyvnHfzxj0RZ1N,Valência,0.492
Milagre (Ao Vivo),2jbID8BcYXDeSsLTudhnfJ,Valência,0.577
Eu Sambo Mesmo (Ao Vivo),5ubWWiO2V3USqh02Qb8IYC,Valência,0.653
Mancada (Ao Vivo),1QeMtnBSeu5foCU6R2fBCp,Valência,0.891
Chiclete Com Banana (Ao Vivo),7LEPO37xTNdkXuxFHdJSk4,Valência,0.741
Meio de Campo (Ao Vivo),0dgxkYu8VJwSfj7IkLP7Tl,Valência,0.808
Eu Vim da Bahia (Ao Vivo),5fyNDpChrJ3z1RzRKNQ2Ic,Valência,0.781
Aquele Abraço (Ao Vivo),75Rb5HVEE5woV6ZEoZGt36,Valência,0.829
É Luxo Só (Ao Vivo),7HmueR7pswLGi0TAaJlpt1,Valência,0.757
Aos Pés da Cruz,1G3tT3xLodVLyZV7MQDXin,Valência,0.527
Eu Sambo Mesmo,4eEKpTNiGrJekafRMt9Iau,Valência,0.736
O Pato,3Vjr3IYUWrhfcM1rmOXaIn,Valência,0.664
Tim Tim por Tim Tim,7gQKSxjCp5MPBhC0FBY2iq,Valência,0.729
Desde Que o Samba É Samba,7EduEOcSWBHyELOKLEXxTR,Valência,0.687
Desafinado,2NlQ5YEjxj2czMPzorxQYl,Valência,0.348
Milagre,0PqLDmxDUCmpDuwVAQxFWq,Valência,0.595
Um Abraço no João,1ASsGys2ONZAYv7zqXrV6w,Valência,0.906
Doralice,4btDwdg9yf5fVBkRtcWxtP,Valência,0.962
Você e Eu,68pHoYBX4ozlFxHa5ls8ND,Valência,0.414
Eu Vim da Bahia,2rBViBV2IvjhQqPH6xExki,Valência,0.811
Gilbertos,1Eo79JvM2tI7bBIUuJFPEq,Valência,0.539
Máquina de Ritmo - Ao Vivo,7HybeLy6eziDIv816wYSTe,Valência,0.416
Eu Vim da Bahia / Na Baixa do Sapateiro - Ao Vivo,421ESl4JXmD8D0nrXkKV6w,Valência,0.374
Estrela - Ao Vivo,3FSI0WIOO7yrPDodSXzVEC,Valência,0.18
Quanta - Ao Vivo,7LJFKsJEvF0Pkrxe6OoFid,Valência,0.335
Futurível - Ao Vivo,3SGPJvAQ9IT2knV4P6mXlk,Valência,0.431
Eu Descobri - Ao Vivo,1cc5ygUyvxByN7XRh5RgAQ,Valência,0.349
Outra Vez - Ao Vivo,31JxCGnYD7BbA3kl1gaP2b,Valência,0.536
Juazeiro - Ao Vivo,2EQIPiwRHXztRWMtJbCqss,Valência,0.539
La Renaissance Africaine - Ao Vivo,6JBCXON7cqg7TGezTq3cVU,Valência,0.791
Panis Et Circenses - Ao Vivo,4hXx6JaX9elDXmcyGkIjYH,Valência,0.409
Oriente - Ao Vivo,3F0Tx4xo684S4bOe9RLr6b,Valência,0.244
Andar Com Fé - Ao Vivo,5vOVD0NUCbGMX7K5qnt4v6,Valência,0.317
Domingo No Parque - Ao Vivo,2NHI7R579O38lba6MsVgqh,Valência,0.54
A Novidade - Live,2PyfVkaoyVIFK4KaJHKRSY,Valência,0.609
Toda Menina Baiana - Live,0drLWHcGw3j6xZKn7zGJ7X,Valência,0.808
O Meu Amor - Live,7gURhr3HBT28eGxUAZpG9Q,Valência,0.482
Tá Combinado - Live,0vyxk0KyHWwlLj7hDCXci1,Valência,0.686
A Linha E O Linho - Live,247w3FqYgXONLXnyLU3EGO,Valência,0.264
A Luz De Tieta - Live,7DE7v4kw0vAiV5qFBTETH2,Valência,0.781
Tigresa - Live,4yu3EQwBdwrvU274Bvvcsh,Valência,0.417
Você É Linda - Live,2E1oY9rvHV5kW1B6UDilVM,Valência,0.382
Atrás Da Porta - Live,39DOURVX8vz7PwZTMNt3BF,Valência,0.139
Super Homem (A Canção) - Live,2dts5w4Pk3okj0xPZBHINd,Valência,0.129
Se Eu Não Te Amasse Tanto Assim - Live,5gc0OywuL1BWNhY01YcIxp,Valência,0.162
Olhos Nos Olhos - Live,54qLQtveTu29AzufRMT2gk,Valência,0.284
Drão - Live,13MUJuuiNDtzMUQeevL6hR,Valência,0.327
Dom De Iludir - Live,0oAzSO5eigzj5TSUpL7Teo,Valência,0.339
Amor Até O Fim - Live,4VqzpovKFj40UyPet6wakA,Valência,0.665
Respeita Januário / o Xote das Meninas / Eu Só Quero um Xodó (Ao Vivo),2YSEBaygYPLGiRnKuF1UqF,Valência,0.744
Lamento Sertanejo (Ao Vivo),3WTKEER1EtrmuBzhhYcOAU,Valência,0.415
"Um Riacho, um Caminho (Ao Vivo)",3ixwswlPPz6nfMJWtDLlU5,Valência,0.761
Juazeiro (Ao Vivo),2WZ55Pfo2aCIpBjQvMxVe4,Valência,0.729
Estrela Azul do Céu (Ao Vivo),2BeiDlQ6EmcSTpm3UXt5gm,Valência,0.577
Aprendi Com o Rei (Ao Vivo),5P3Wi0zie5nP6wsJM5XvoM,Valência,0.94
O Livre Atirador e a Pegadora (Ao Vivo),5IOZfy9tMhJqjGXbHM0jwJ,Valência,0.698
Qui Nem Jiló / Expresso 2222 (Ao Vivo),0FXyLe8HnVp2AtYgP9wXPD,Valência,0.896
O Casamento da Raposa (Ao Vivo),59PHZNYeNa6aaX8Jk7v5kr,Valência,0.849
Fé na Festa,0cp6aHl3mypJjcxth4GnSd,Valência,0.904
O Livre Atirador e a Pegadora,1ifK0dA4dHSTa7egSJz0ed,Valência,0.883
Assim Sim,2pCUfCduATyVWbFkJ9HBUK,Valência,0.812
Estrela Azul do Céu,5Ua2e9QmFUhenCILuJIQRP,Valência,0.528
Marmundo,5YxvLgLxE1A0LpENQfbD1i,Valência,0.831
Vinte e Seis,2l7QgxlUhk0oAu49sXiula,Valência,0.732
Não Tenho Medo da Vida,7AXgEnLbbMfbIc7XHVAhy6,Valência,0.65
Norte da Saudade,44Wwr9CrQ387jK7vrRzB1Z,Valência,0.769
Maria Minha,3VTnKceEjt8qJu43YMeydY,Valência,0.94
Aprendi Com o Rei,249owxDulgERZuDz6a4FTt,Valência,0.879
Dança da Moda,6vVDzyDvV8h9Z75TvYZcx0,Valência,0.891
São João Carioca,6UeCS0ZYTI4On2ummaAUAT,Valência,0.974
Lá Vem Ela,2YiEcK8iYMBnblPPCQNyZL,Valência,0.693
A Linha e o Linho (Ao Vivo),2G4p4jv1fYAbiwOWQqiQE0,Valência,0.132
Superhomem - a Canção (Ao Vivo),0hhK7w4ADtpvZaIVQ7cCzK,Valência,0.341
Saudade da Bahia (Ao Vivo),0114uqGGY5ekp155LIZLsV,Valência,0.498
"Das Duas, Uma (Ao Vivo)",0t10OW5i0utzyrxD02pFQ1,Valência,0.57
Quatro Coisas (Ao Vivo),5h6KXI64u0HZne6k5mGNwO,Valência,0.348
Amor Até o Fim (Ao Vivo),7sOo6mq9K8WcNlmQMvsSR0,Valência,0.65
O Rouxinol (Ao Vivo),75B4TllmYUchyYcPNHz4nG,Valência,0.409
Refazenda (Ao Vivo),22CVOYaOMEk15QiOWlOfOo,Valência,0.437
Banda Um (Ao Vivo),3owofwkofzMg9hr0XCzoR2,Valência,0.87
La Renaissance Africaine (Ao Vivo),5HqmKsgBYHvJRmtayhOr13,Valência,0.89
Babá Alapalá (Ao Vivo),4v3fF4J1lO1fWRkbBZVVtE,Valência,0.71
Expresso 2222 (Ao Vivo),0mI0S9VcuRAyhyjp3rOdCK,Valência,0.669
Despedida de solteira,37iEW916YEEYuxRrA9WmX3,Valência,0.803
Os pais,6KYLdmxVZgCA1BFOpANgzp,Valência,0.8
Não grude não,3M9t8rvmoDbmV80UvppiTX,Valência,0.911
Formosa,2pFjRTGMh3xpEsQZV4cZdU,Valência,0.819
Samba de Los Angeles,2K3ipoSAjBk0T68SqlGpcd,Valência,0.625
La renaissance africaine,1uepkfNm3wQhahAXbIqlx4,Valência,0.983
Olho mágico,3HE8oanG92t41ZlfUOZK7S,Valência,0.529
Não tenho medo da morte,6fht7Ses5AozNNE5x6Xtzw,Valência,0.195
Amor de carnaval,4RFn4VTxB0PJDPE9u50Rs0,Valência,0.763
Gueixa no tatame,0g1XYHNZYydfXheBZHFfmj,Valência,0.567
A faca e o queijo,6H2SY3vMMNhjSsSTfkD6Hr,Valência,0.295
Outros viram,4Vuv1OpjIA683dVCg14Rgt,Valência,0.368
Canô,3TlAGuqUc2lnSkeN8T86V1,Valência,0.838
Máquina de ritmo,4xZeOJy7L4kYNm5JMpjImG,Valência,0.689
Banda larga cordel,24sXyXWws4n0rASrNYBqqG,Valência,0.936
O oco do mundo,6uPeKgD38wII8D1IbWaz7k,Valência,0.298
Others Saw It,1KpE2PHUlotow7oy7Ni2r3,Valência,0.337
Life Gods (Participação especial de Marisa Monte),22bb6XdDlDlj6FmsHnbvZE,Valência,0.156
Baticum (Participação especial de Chico Buarque),75SQtB5dLTnPtluCM0mBMe,Valência,0.451
A Paz (Participação especial de João Donato),3wq0hM13O10eNlSWDXe2WO,Valência,0.345
Cada Macaco No Seu Galho (Chô Chuá) [Participação especial de Caetano Veloso],4N8kzD9PpVgM4oUlL8qfC1,Valência,0.92
Um Trem para as Estrelas (Participação especial de Cazuza),4KY6IcRexYfwYk3q9HN8BK,Valência,0.948
Sebastian,4m0nqdi9xMwTEjwmaht6Zj,Valência,0.77
Tarde em Itapoã (Participação especial de Toquinho),1fnhtShlklKmUDuTym35Lt,Valência,0.608
Alguém Me Avisou (Participação especial de Maria Bethânia e Caetano Veloso),4KLSxFHwcK1JOw4ctPZ7GN,Valência,0.786
Extra (Participação especial de Cidade Negra) - Acústico,4ql2jVYt0hD3PFvcsKYVLP,Valência,0.791
Céu da Boca (Participação especial de Ivete Sangalo) - Ao vivo,1MZKJRRzZPFxoVJBoCrHYr,Valência,0.805
Macô (Participação especial de Chico Science e Marcelo D2),068nj9kawv53PUN7RFA5yi,Valência,0.482
Alagados (Participação especial de Os Paralamas do Sucesso),53QDBhT5fm361P08vz1VEI,Valência,0.908
Fiz o Que Pude (Participação especial de Cássia Eller),50k6YEWD9XwvFUwJydfURi,Valência,0.851
Refestança (Participação especial de Rita Lee),6UOFXKlMIOAzSg9XYmEolw,Valência,0.45
Preciso Aprender a Só Ser,41q3q5opxQkcfM3FUq2hMA,Valência,0.14
Aqui e Agora,4W7eLFq7r7zu0hJ49l1Uwd,Valência,0.226
Copo Vazio,1pkqmRR9Lu4m1PjW1CM8AV,Valência,0.464
Retiros Espirituais,2P3rjpE85lh7Z2NFKm8SZs,Valência,0.285
O Seu Amor,4lD5Vs7DDslEOVH982H4b0,Valência,0.301
Tempo Rei,3FZwN9vQ0maZ188L3bs0oI,Valência,0.363
O Som da Pessoa,2HdzhflX9VEjfcIAJCb5Yz,Valência,0.182
Cérebro Eletrônico,2mFXSimfXwb02qRA1xfJHk,Valência,0.729
A Raça Humana,4yk5i1XfVjQw9Hnizv3ATI,Valência,0.473
Você e Você,5kimKhhv2opEjc2WQx1EOy,Valência,0.154
Super-Homem - a Canção,7GdWRtgKtSzpONCoA2VjGd,Valência,0.337
Rebento,5ODZB69VTYy3d4aK7sL7Oa,Valência,0.288
Metáfora,1d0s3e3Yz6BfQbFrqylca4,Valência,0.577
Meditação,3ydZhkOfHFvvoyvCZUENwH,Valência,0.403
O Compositor Me Disse,4n8WrWlzIHv0iSvXnkIccQ,Valência,0.221
Refavela,6kjrD1kOcQZUVSlKwtzIsg,Valência,0.765
Ilê ayê,6L9okk7atrGuieV4FtZybt,Valência,0.836
Aqui e agora,6r1ezXJH2bD8s9a4depIwC,Valência,0.371
No norte da saudade,6nYiIKopkucbtv3U3jO0dT,Valência,0.852
Babá alapalá,2sxMo1q9kad30CdtNsIkXY,Valência,0.954
Sandra,5JmBuvUAjNnzSPIOF4Z6ZQ,Valência,0.936
Samba do avião,4eORAD7cw10CUOPyjcD6b4,Valência,0.695
Era nova,6wPo638YVloLLGDPZRBE2F,Valência,0.397
Balafon,4DVf2QF6BoGHHO7TPBeFkc,Valência,0.707
Patuscada de Gandhi - Afoxé filhos de Gandhi,6pqvI3ods51ID3ZSJ67H9S,Valência,0.746
Expresso 2222,3K2NfX47zxG0S6j7c0XRtJ,Valência,0.941
Back In Bahia,4JwPvSNHfudJ1qbU4WNNpA,Valência,0.961
A Bruxa De Mentira,6zGx0l61sfBNjdfQ50aM3R,Valência,0.829
Oriente,7MK5QyLWpVp0HJfENEwiik,Valência,0.344
Meio De Campo,2LNIu4GS76jalCoRHQRGHe,Valência,0.907
Lamento Sertanejo (Forró Do Dominguinhos),0Dxat2jZPQN2TkpbeqLL4r,Valência,0.103
Sarará Miolo,6gbKxM1wQOq0IYVxRKS7Hy,Valência,0.964
O Sonho Acabou,77rnNCUWNSQnGjO1qAzB2K,Valência,0.77
Chiclete Com Banana,2SHx5HRUhNmo7Ntf5xP8BA,Valência,0.832
Lugar Comum - Live,74qHtALcpXckulljaVyEJD,Valência,0.33
Aquele Abraço,5njQfXKztQf20E15uWLYgZ,Valência,0.884
Vitrines,0j1wQw193MKgxjQteeJgMz,Valência,0.472
Frevo Rasgado,05fViRVVRFClMrln7RFHns,Valência,0.909
Rainha Do Mar,0NWC6kiLQ0pVoPBTH5JfBg,Valência,0.543
Procissão,5HRcb8ib9H2s7B7NLNc209,Valência,0.63
Parque Industrial - Original Mix,0aZ38ARn8ZCXXLSiJ9jz0S,Valência,0.477
Eu Só Quero Um Xodó,4yHv1NckqTKG0vkN7sWG6n,Valência,0.807
Bat Macumba,5XsZIOjCwwMd8Ya36BNuD0,Valência,0.887
Chuckberry Fields Forever,2VQQ1J5Ets8MIUUF5Tkq1Z,Valência,0.928
Domingo No Parque,1REkR3chm0MjaVkTqE0Siw,Valência,0.449
Refavela - Ao vivo,68Yw9pkWjA9ysOd3tADL06,Valência,0.42
Andar com fé - Ao vivo,1OszxExJ62qODTleuQIzrZ,Valência,0.773
Chuck Berry Fields Forever - Ao vivo,4QlFxLJ5H5DZuhCOOqcyK9,Valência,0.719
Cambalache - Ao vivo,2wy8DSC3aHt6seXABih2vG,Valência,0.904
Imagine - Ao vivo,7ebhe187cww60KPYNBltUh,Valência,0.336
A Rita - Ao vivo,1tBS1IyYtvCHQBZ8nDuzBN,Valência,0.5
A linha e o linho - Ao vivo,5jNMNe5XGDtVMRNF3UsxOE,Valência,0.25
Aquele abraço - Ao vivo,0fu5MT8XW6lxaKZp7lEeyo,Valência,0.869
Maracatu atômico - Ao vivo,6IrVe31AGBymZXU63hlFqs,Valência,0.81
Se eu quiser falar com Deus - Ao vivo,7juNpUD2eKlSPBTdgr8EGC,Valência,0.306
La Lune de Gorée - Ao vivo,1f8DbA2yAycTg3Z7hSwiNX,Valência,0.399
Three Little Birds - Ao vivo,4U9SwT7m5vlS9kagFGccvQ,Valência,0.575
Guerra santa - Ao vivo,4AIokp1otxlrVwFEvLhcDG,Valência,0.929
"Soy loco por ti, América - Ao vivo",1T2dnSuErbyuo6uChC2mjn,Valência,0.692
Eleve-se alto céu (Lively Up Yourself) - Ao vivo,2O6F7M6OoR8tPdZ6qEMM12,Valência,0.811
"Não chore mais (No Woman, No Cry) - Ao vivo",6rqwO8DFj6H7z0JRQWzp5d,Valência,0.365
Kaya n'gan Daya (Kaya) - Ao vivo,37tjLWQuu1HV0WJ2yC00kT,Valência,0.887
Rebel Music (3 O'Clock Road Block) - Ao vivo,7ywO57ljHnIaFRlqsu8cZK,Valência,0.736
Vamos fugir - Ao vivo,6T8NWnJtMCD1krX8EADo5L,Valência,0.664
Them Belly Full (But We Hungry) - Ao vivo,34MI4HDumV5ngtSJl5KG65,Valência,0.706
A novidade - Ao vivo,4xD6YsVOLW9klE4Q9jzk35,Valência,0.674
Waiting In Vain - Ao vivo,7GtjANDZxWoRftTcK25rsL,Valência,0.819
Garota de Ipanema - Ao vivo,3zPYWPLSMz7BIDkEnuHjkr,Valência,0.603
Extra - Ao vivo,0lYepTEBzviDufsvKozlBo,Valência,0.726
Nos barracos da cidade (Barracos) - Ao vivo,2HXl7JIj1pfTXzUFfcaQIR,Valência,0.486
Is This Love - Ao vivo,2KC9rIlg8RZI2RLsURoBjZ,Valência,0.668
Could You Be Loved - Ao vivo,3PmsOqbYK5HaC5t4dqKk20,Valência,0.829
Alagados - Ao vivo,4lNFozAYr5uOKScVEM62a1,Valência,0.756
Sítio do pica pau amarelo - Ao vivo,3KgZ5suBfLmxr0O4MPvCRK,Valência,0.779
Esperando na janela - Ao vivo,6CiDXL3yaUX3q9kkt26I9v,Valência,0.733
Buffalo Soldier,1yh0kxA7r5NanfzHUz0T4Q,Valência,0.396
One Drop (feat. I-Three),1maJJDcVwRJQZayT8DIoYK,Valência,0.678
Waiting In Vain,3YnZHA99Wd3iZlHUAxnRR6,Valência,0.836
Table Tennis Table,7LLjvHfiQNWyowkK6nrjdN,Valência,0.842
Three Little Birds (feat. I-Three),7xNN0DH8lEqaDQUBw0TkAv,Valência,0.531
"Não chores mais [No Woman, No Cry] (feat. Os Paralamas do Sucesso)",03VJWrI1A8RnGA1VHi56h8,Valência,0.496
Positive Vibration (feat. I-Three),7jL1oIZJMbwbrU8QTnokDo,Valência,0.593
Could You Be Loved (feat. Henrique Portugal & Samuel Rosa),5OXXhU80VHjcjXvxw9xXiv,Valência,0.664
Kaya n'gan daya (Kaya),6YiEF5vN4rxH2w4jRos4mE,Valência,0.657
Rebel Music (3 O'Clock Road Block),7oEMV2ts6P9kj848Tp4CS3,Valência,0.648
Them Belly Full [But We Hungry] (feat. Os Paralamas do Sucesso),3BXWmla3Td4b4TFkvsW3yZ,Valência,0.884
Tempo só (Time Will Tell),6IwdkrtoGMyWjguXx5wh7u,Valência,0.441
Easy Skankin',1vGG4m9ZVMtGZSorXch2ji,Valência,0.622
Turn Your Lights Down Low,0luRmxbN7KO5761BSaCFU1,Valência,0.52
Eleve-se alto ao céu (Lively Up Yourself),4otxZ8hAk8P2RXuhkEw2HP,Valência,0.826
Lick samba (feat. Rita Marley e I-Three),4x905OLHG2PlRNBlqGiEHe,Valência,0.898
Could You Be Loved - Remix Nu Reggae Metal,3QigMM17dJlYBVOPXzeUKe,Valência,0.459
It's Good To Be Alive,539WAfKcRyvwtgnAHmYeH2,Valência,0.662
Língua do Pê,51aQsuLbVL69DLBeLdVRRJ,Valência,0.515
Terra 90,7fgfbJkM12Mpeasuxu9QBW,Valência,0.266
Treze de Dezembro,6uqhnNU4Er1oeoQOd886oK,Valência,0.682
Padroeiro do Brasil,3ELI0eMjmkAjiGzuEfQ1dt,Valência,0.155
Chiquinho Azevedo,7p15cV6VNTiKGE0NfLsv58,Valência,0.383
A Faca e o Queijo,4OC3k2P01crXUeVSN4bpLJ,Valência,0.105
Poema Aritimimético,3H6tqgGlDNHI8MMtEu9cu2,Valência,0.414
Afrolodumultimídia,3h45QYiT7JXIno6zfRooK9,Valência,0.618
Você e Você,0tS2Y7ceOXxTpns5ettXQn,Valência,0.33
Mãe Solteira,6L0SQnIT2H7HeO2aPMHPCH,Valência,0.24
Pelo Telefone - Ao Vivo,5txShfEDCNxTQ07cWaS4sO,Valência,0.859
Pela Internet - Ao Vivo,7saRHC007BcfVxCupkfjwD,Valência,0.821
Cérebro Eletrônico - Ao Vivo,52F9Nu1KYqoFPy7ySe40ZF,Valência,0.807
O Mar e o Lago - Ao Vivo,3yO90qTQkRxeQ7OUgsQPLJ,Valência,0.289
Buda Nagô - Ao Vivo,69K9SVWrmHT9VjTHv9B21v,Valência,0.855
Aquele Abraço - Ao Vivo,6tF1bVLnfcDOPh9OkCs6FO,Valência,0.671
Chamada,2KtKIvdcqJCEZnaeBUYlk8,Valência,0.166
Meteorum,2MWwBvzvquLGEf6V1Xtc9I,Valência,0.318
Flagelo,72MDyT2iulLxho6XiXGmC6,Valência,0.1
Danca Das Mulheres,7okDnjue0IqQ1cydK2DWkL,Valência,0.57
Lamento Das Mulheres,1lLrbcCAHoS4VcZ6NaVDCu,Valência,0.097
Danca Dos Homens,3ghfPisnvLEvnCUU4gGtGk,Valência,0.616
Danca Da Agua E Da Paz,1cpWkhPuD3w9tDP8G9SDp5,Valência,0.536
Oracao,6urWvA0625C54v2ZU2omtD,Valência,0.123
Requiem,1nPbI2NNF1gbWL1SmrKvrZ,Valência,0.229
Zumbi,2mW05hESxxR7kFocvlhVMN,Valência,0.62
Titicaca,548jJZokDqGWXpdwrLjvQT,Valência,0.835
Afoxé Badauê,2834I4scIMRkIeIXHuAjjy,Valência,0.846
Corações a Mil,3mnOvgajxvxLkhifm0RVc1,Valência,0.878
TV Punk,7EbDS1hinvL1sGMkEl1BSw,Valência,0.869
Oxalá (Cesta Cheia da Sexta),1x3IF4rQ3nPUHLC7ntAcEo,Valência,0.618
Pílula de Alho,1Y57glkLWkoEuIsfnhCQK4,Valência,0.535
Estrela,1JuROaiAB31zVXfDUhBj3a,Valência,0.72
Quatro Modos,0qbupjmOt45nYSR5GcKAe2,Valência,0.962
Música Moderna,0JS1aMCnHR2CzYdgkZRoyY,Valência,0.767
Serafim,5neSGuerIT9sMaWTbxpyFa,Valência,0.912
Noite de Lua Cheia,7HWLdvQVx82kn98sRVfhNE,Valência,0.71
Todo Dia de Manhã,5bG1HTfuHTkj97Dk4hDtHX,Valência,0.96
Punk da Periferia,4BG7i9bzrnNkV6XFmKxHr9,Valência,0.96
Por Que Alguém Tem Inveja de Você,0A29xDXXkCjyIqTXA3hCQb,Valência,0.765
Sítio do Pica Pau Amarelo,1HxygwbegLiDAWiVNDyB0g,Valência,0.889
"Pode, Waldir?",5EqQ0dAYa46lSQXuHd6L2w,Valência,0.935
Olha pro céu - Ao vivo,7sXTH6Ba3Ik5Fipmn6Mqdn,Valência,0.78
Óia eu aqui de novo - Ao vivo,0yO4m4NU0silZ3R6KhT1cL,Valência,0.752
Asa Branca - Ao vivo,2CKTbmBH2N2eK9Rl1dbUdy,Valência,0.693
Baião da Penha - Ao vivo,1eS1X03qHHo58Gc7cmlB7x,Valência,0.407
Qui nem jiló - Ao vivo,3zINScoQVIkP8UnPuMzM5T,Valência,0.736
Baião / De onde vem o baião - Ao vivo,0FWXWIpp7odoenLseba0WY,Valência,0.724
Lamento sertanejo (Forró do Dominguinhos) - Ao vivo,1PqDynYKHaB64uFfbGKluP,Valência,0.333
Cajuína / Refazenda - Ao vivo,03DdK0GMytXMMNTFKrtP22,Valência,0.573
Pau de arara - Ao vivo,1VcD89fg9zBLtdYGhA2Zi0,Valência,0.263
Respeita Januário - Ao vivo,0qDrlWXrmxD62ljuQ89aHF,Valência,0.962
O xote das meninas - Ao vivo,6plm6eolsKV8WSDtUu6hL3,Valência,0.819
Eu só quero um xodó - Ao vivo,0p806RYUtmVu8AC2XxDmc5,Valência,0.817
Vem morena - Ao vivo,6p8Cy0vaUdRcHcM4ssxYau,Valência,0.652
Último pau de arara - Ao vivo,2qrZnXAH4k1HRKAoPVaOt9,Valência,0.638
"Madalena (Entra em beco, sai em beco) - Ao vivo",6vYlMSrJhPqDOUN1tyV75X,Valência,0.805
Toda menina baiana - Ao vivo,5BlQ05Xx4rn5Oxuzem8Arc,Valência,0.57
Na casa dela - Ao vivo,2DAk2zl1SixV3AiUY6xGUV,Valência,0.774
Duas sanfonas (feat. Sandy & Junior),2ON8WbznuakJvhhzoakf8E,Valência,0.534
Ponta de areia (Vinheta),0OVfPQvGuntiZVxRyNl3X3,Valência,0.0779
Bom dia,4zeglCxsR7x5pxhcjRWi0y,Valência,0.193
Trovoada,2IIfrTk6BAZjNwwOioDOav,Valência,0.565
Something,2JI8HZYbcdfkrE9cqlxWGm,Valência,0.563
Maria,6bzghHIjXXqjqc2FxMQRXc,Valência,0.298
Lar hospitalar,4FvvUPvd4A7HQScZ9c2AVw,Valência,0.919
Yo vengo a ofrecer mi corazon,2WMYctzn5W7bfVsNQE3TaD,Valência,0.274
Dora,2YWdvN5vx4hgSUuuxKzagQ,Valência,0.1
Xica da Silva,0ArlSKSXWmh4e9C1RFttfd,Valência,0.713
Canção do sal,1Fkmsaa1kjm1p2rlweyb0P,Valência,0.502
Dinamarca,5642cn7jjX93mdQZYXfmKs,Valência,0.358
Palco (Vinheta),0hB3tIomjXDrPBfsjvqqR4,Valência,0.266
