name,letras_id,url,text,individualScrape,windowPageArgs,views,lyrics
Babylon,556762,https://www.letras.com/gilberto-gil/556762/,Babylon de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Gilberto Gil (1971)"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""en"",""page"":""lyric"",""track_name"":""Babylon"",""url"":""556762""}', 'views': 51, 'lyrics': ""First time I came to Babylon\nI felt so lonely\nI felt so lonely and people came along\nTo mistreat me\nCalling me so many names in the streets\nAnd I was so shy\nThat I began to cry\n\n\nBut now\nI am so proud\nOf whatever should be\nCause I have a silver knife\nAnd my lover is Satan's wife\nAnd I don't care\nIf you don't dare see""}","{""album_name"":""Gilberto Gil (1971)"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""en"",""page"":""lyric"",""track_name"":""Babylon"",""url"":""556762""}",51,"First time I came to Babylon
I felt so lonely
I felt so lonely and people came along
To mistreat me
Calling me so many names in the streets
And I was so shy
That I began to cry


But now
I am so proud
Of whatever should be
Cause I have a silver knife
And my lover is Satan's wife
And I don't care
If you don't dare see"
Back In Bahia,46188,https://www.letras.com/gilberto-gil/46188/,Back In Bahia de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Expresso 2222"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Back In Bahia"",""url"":""46188""}', 'views': 3824, 'lyrics': 'Lá em Londres, vez em quando me sentia longe daqui\nVez em quando, quando me sentia longe, dava por mim\nPuxando o cabelo\nNervoso, querendo ouvir Celly Campelo pra não cair\nNaquela fossa\nEm que vi um camarada meu de Portobello cair\nNaquela falta\nDe juízo que eu não tinha nem uma razão pra curtir\nNaquela ausência\nDe calor, de cor, de sal,de sol, de coração pra sentir\nTanta saudade\nPreservada num velho baú de prata dentro de mim\n\n\nDigo num baú de prata porque prata é a luz do luar\nDo luar que tanta falta me fazia junto do mar\nMar da Bahia\nCujo verde vez em quando me fazia bem relembrar\nTão diferente\nDo verde também tão lindo dos gramados campos de lá\nIlha do norte\nOnde não sei se por sorte ou por castigo dei de parar\nPor algum tempo\nQue afinal passou depressa, como tudo tem de passar\nHoje eu me sinto\nComo se ter ido fosse necessário para voltar\nTanto mais vivo\nDe vida mais vivida, dividida pra lá e pra cá\n\nLá em Londres, vez em quando me sentia longe daqui\nVez em quando, quando me sentia longe, dava por mim\nPuxando o cabelo\nNervoso, querendo ouvir Celly Campelo pra não cair\n\nNaquela fossa\nEm que vi um camarada meu de Portobello cair\nNaquela falta de juízo que eu não tinha nem uma razão pra curtir\nNaquela ausência\nDe calor, de cor, de sal, de sol, de coração pra sentir\nTanta saudade\nPreservada num velho baú de prata dentro de mim\n\nDigo num baú de prata porque prata é a luz do luar\nDo luar que tanta falta me fazia junto do mar\nMar da Bahia\nCujo verde vez em quando me fazia bem relembrar\nTão diferente\nDo verde também tão lindo dos gramados campos de lá\nIlha do norte\nOnde não sei se por sorte ou por castigo dei de parar\nPor algum tempo\nQue afinal passou depressa, como tudo tem de passar\nHoje eu me sinto\nComo se ter ido fosse necessário para voltar\nTanto mais vivo\nDe vida mais vivida, dividida pra lá e pra cá'}","{""album_name"":""Expresso 2222"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Back In Bahia"",""url"":""46188""}",3824,"Lá em Londres, vez em quando me sentia longe daqui
Vez em quando, quando me sentia longe, dava por mim
Puxando o cabelo
Nervoso, querendo ouvir Celly Campelo pra não cair
Naquela fossa
Em que vi um camarada meu de Portobello cair
Naquela falta
De juízo que eu não tinha nem uma razão pra curtir
Naquela ausência
De calor, de cor, de sal,de sol, de coração pra sentir
Tanta saudade
Preservada num velho baú de prata dentro de mim


Digo num baú de prata porque prata é a luz do luar
Do luar que tanta falta me fazia junto do mar
Mar da Bahia
Cujo verde vez em quando me fazia bem relembrar
Tão diferente
Do verde também tão lindo dos gramados campos de lá
Ilha do norte
Onde não sei se por sorte ou por castigo dei de parar
Por algum tempo
Que afinal passou depressa, como tudo tem de passar
Hoje eu me sinto
Como se ter ido fosse necessário para voltar
Tanto mais vivo
De vida mais vivida, dividida pra lá e pra cá

Lá em Londres, vez em quando me sentia longe daqui
Vez em quando, quando me sentia longe, dava por mim
Puxando o cabelo
Nervoso, querendo ouvir Celly Campelo pra não cair

Naquela fossa
Em que vi um camarada meu de Portobello cair
Naquela falta de juízo que eu não tinha nem uma razão pra curtir
Naquela ausência
De calor, de cor, de sal, de sol, de coração pra sentir
Tanta saudade
Preservada num velho baú de prata dentro de mim

Digo num baú de prata porque prata é a luz do luar
Do luar que tanta falta me fazia junto do mar
Mar da Bahia
Cujo verde vez em quando me fazia bem relembrar
Tão diferente
Do verde também tão lindo dos gramados campos de lá
Ilha do norte
Onde não sei se por sorte ou por castigo dei de parar
Por algum tempo
Que afinal passou depressa, como tudo tem de passar
Hoje eu me sinto
Como se ter ido fosse necessário para voltar
Tanto mais vivo
De vida mais vivida, dividida pra lá e pra cá"
Bacurizim,574228,https://www.letras.com/gilberto-gil/574228/,Bacurizim de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Bacurizim"",""url"":""574228""}', 'views': 31, 'lyrics': 'De onde nascerá\nO guri, o bacurizim\nDe onde nascerá\nDe onde virá bacurizim\nQuixeramubim\nNo metrô de uma capital\nNa metrópole\nEm lugar do torrão natal\n\n\nDe onde nascerá\nDe que bucho esticadim\nNascerá meu bacurizim\nZim de Zezinho, som do z\nLetra do alfabeto\nLuz de uma estrela escondida\nCruz na memória gravada\nRaio de um disco avistado\nPousado naquela estrada\nBacuri me-ni-na\nMe-ni-no\nNuzinho no frio\nZezinho no frio'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Bacurizim"",""url"":""574228""}",31,"De onde nascerá
O guri, o bacurizim
De onde nascerá
De onde virá bacurizim
Quixeramubim
No metrô de uma capital
Na metrópole
Em lugar do torrão natal


De onde nascerá
De que bucho esticadim
Nascerá meu bacurizim
Zim de Zezinho, som do z
Letra do alfabeto
Luz de uma estrela escondida
Cruz na memória gravada
Raio de um disco avistado
Pousado naquela estrada
Bacuri me-ni-na
Me-ni-no
Nuzinho no frio
Zezinho no frio"
Bahia de Todas as Contas,574229,https://www.letras.com/gilberto-gil/574229/,Bahia de Todas as Contas de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Bahia de Todas as Contas"",""url"":""574229""}', 'views': 88, 'lyrics': 'Rompeu-se a guia de todos os santos\nFoi Bahia pra todos os cantos\nFoi Bahia\n\n\nPra cada canto, uma conta\nPra nação de ponta a ponta\nO sentimento bateu\nDaquela terra provinha\nTudo que esse povo tinha\nDe mais puro e de mais seu\n\nHoje já niguém duvida\nEstá na alma, está na vida\nEstá na boca do país\nÉ o gosto da comida\nÉ a praça colorida\nÉ assim porque Deus quis\n\nOlorum se mexeu\n\nRompeu-se a guia de todos os santos\nFoi Bahia pra todos os cantos\nFoi Bahia\n\nPra cada canto, uma conta\nPra cada santo, uma mata\nUma estrela, um rio, um mar\nE onde quer que houvesse gente\nBrotavam como sementes\nAs contas desse colar\n\nHoje a raça está formada\nNossa aventura plantada\nNossa cultura é raiz\nÉ ternura nossa folha\nÉ doçura nossa fruta\nÉ assim porque Deus quis\n\nOlorum se mexeu'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Bahia de Todas as Contas"",""url"":""574229""}",88,"Rompeu-se a guia de todos os santos
Foi Bahia pra todos os cantos
Foi Bahia


Pra cada canto, uma conta
Pra nação de ponta a ponta
O sentimento bateu
Daquela terra provinha
Tudo que esse povo tinha
De mais puro e de mais seu

Hoje já niguém duvida
Está na alma, está na vida
Está na boca do país
É o gosto da comida
É a praça colorida
É assim porque Deus quis

Olorum se mexeu

Rompeu-se a guia de todos os santos
Foi Bahia pra todos os cantos
Foi Bahia

Pra cada canto, uma conta
Pra cada santo, uma mata
Uma estrela, um rio, um mar
E onde quer que houvesse gente
Brotavam como sementes
As contas desse colar

Hoje a raça está formada
Nossa aventura plantada
Nossa cultura é raiz
É ternura nossa folha
É doçura nossa fruta
É assim porque Deus quis

Olorum se mexeu"
Baião,1255914,https://www.letras.com/gilberto-gil/1255914/,Baião de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""São João Vivo"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Baião"",""url"":""1255914""}', 'views': 168, 'lyrics': 'BAIÃO\n\neu vou mostrar pra vocês\ncomo se dança um baião\ne quem quiser aprender\n\n\né favor prestar atenção\nmorena, chegue pra cá                    \nbem junto ao meu coração\nagora é só me seguir\npois eu vou dançar o baião\n\neu já dancei balanceio, \nchamego, samba e xerém\nmas o baião tem um quê\nque as outras danças não tem\n\npois quem quiser é só dizer\npois eu com satisfação\nvou dançar cantando o baião\nmas que baião, baião        \n\neu já dancei no pará\ntoquei sanfona em belém\ncantei lá no ceará\n\ne sei o que me convém\npor isso eu quero afirmá\ncom toda convicção\nque sou louco pelo baião'}","{""album_name"":""São João Vivo"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Baião"",""url"":""1255914""}",168,"BAIÃO

eu vou mostrar pra vocês
como se dança um baião
e quem quiser aprender


é favor prestar atenção
morena, chegue pra cá                    
bem junto ao meu coração
agora é só me seguir
pois eu vou dançar o baião

eu já dancei balanceio, 
chamego, samba e xerém
mas o baião tem um quê
que as outras danças não tem

pois quem quiser é só dizer
pois eu com satisfação
vou dançar cantando o baião
mas que baião, baião        

eu já dancei no pará
toquei sanfona em belém
cantei lá no ceará

e sei o que me convém
por isso eu quero afirmá
com toda convicção
que sou louco pelo baião"
Baião Atemporal,46202,https://www.letras.com/gilberto-gil/46202/,Baião Atemporal de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Baião Atemporal"",""url"":""46202""}', 'views': 69, 'lyrics': 'No último pau-de-arara de Irará \nUm da família Santana viajará \n\n\nLevará uma semana até chegar \nJunto com mais dois ou três outros cabras que estarão lá \nNo último pau-de-arara de Irará \n\nSe essa viagem comprida fosse um cordel \nSeria boa saída acabar no céu \n\nSó que este conto que eu canto é pra lá de zen \nNão tem sentido, não serve pra nada e é pra ninguém \nPra ninguém botar defeito e não ter porém \n\nBasta pensar que Irará poderá não ser \nQue os paus-de-arara de lá já não têm porquê \n\nPorque os tempos passaram e passarão \nTudo que começa acaba, e outros cabras seguirão \nCruzando o atemporal do tao do baião'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Baião Atemporal"",""url"":""46202""}",69,"No último pau-de-arara de Irará 
Um da família Santana viajará 


Levará uma semana até chegar 
Junto com mais dois ou três outros cabras que estarão lá 
No último pau-de-arara de Irará 

Se essa viagem comprida fosse um cordel 
Seria boa saída acabar no céu 

Só que este conto que eu canto é pra lá de zen 
Não tem sentido, não serve pra nada e é pra ninguém 
Pra ninguém botar defeito e não ter porém 

Basta pensar que Irará poderá não ser 
Que os paus-de-arara de lá já não têm porquê 

Porque os tempos passaram e passarão 
Tudo que começa acaba, e outros cabras seguirão 
Cruzando o atemporal do tao do baião"
Baião da Penha,2025809,https://www.letras.com/gilberto-gil/baiao-da-penha/,Baião da Penha de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""São João Vivo"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Baião da Penha"",""url"":""baiao-da-penha""}', 'views': 111, 'lyrics': 'D7/9\nDemonstrando a minha fé\nVou subir a Penha a pé\nG7           D7/9\nPra fazer minha oração\nG7\nVou pedir à padroeira\nD7/9\nNuma prece verdadeira\nA7            D7/9\nQue proteja o meu baião\nG7\nPenha! Penha!\nA7                 D7/9\nEu vim aqui me ajoelhar\nG7\nVenha, venha,\nD7/9   A7             D7/9\nTrazer paz para o meu lar.\n\n\nNossa Senhora da Penha\nMinha voz talvez não tenha\nG7            D7/9\nO poder de te exaltar\nG7\nMas dê bênção padroeira\nD7/9\nPressa gente brasileira\nA7           D7/9'}","{""album_name"":""São João Vivo"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Baião da Penha"",""url"":""baiao-da-penha""}",111,"D7/9
Demonstrando a minha fé
Vou subir a Penha a pé
G7           D7/9
Pra fazer minha oração
G7
Vou pedir à padroeira
D7/9
Numa prece verdadeira
A7            D7/9
Que proteja o meu baião
G7
Penha! Penha!
A7                 D7/9
Eu vim aqui me ajoelhar
G7
Venha, venha,
D7/9   A7             D7/9
Trazer paz para o meu lar.


Nossa Senhora da Penha
Minha voz talvez não tenha
G7            D7/9
O poder de te exaltar
G7
Mas dê bênção padroeira
D7/9
Pressa gente brasileira
A7           D7/9"
Balada do Lado Sem Luz,46190,https://www.letras.com/gilberto-gil/46190/,Balada do Lado Sem Luz de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Balada do Lado Sem Luz"",""url"":""46190""}', 'views': 67, 'lyrics': 'O mundo da sombra, caverna escondida\nOnde a luz da vida foi quase apagada\nO mundo da sombra, região do escuro\nDo coração duro, da alma abalada, abalada\nHoje eu canto a balada do lado sem luz\nSubterrâneos gelados do eterno esperar\nPelo amor, pelo pão, pela libertação\nPela paz, pelo ar, pelo mar\nNavegar, descobrir outro dia, outro sol\nHoje eu canto a balada do lado sem luz\nA quem não foi permitido viver feliz e cantar\nComo eu\nOuça aquele que vive do lado sem luz\nO meu canto é a confirmação da promessa que diz\nQue haverá esperança enquanto houver\nUm canto mais feliz\nComo eu gosto de cantar\nComo eu prefiro cantar\nComo eu costumo cantar\nComo eu gosto de cantar\nQuando não tão a balada, a balada, a balada\n'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Balada do Lado Sem Luz"",""url"":""46190""}",67,"O mundo da sombra, caverna escondida
Onde a luz da vida foi quase apagada
O mundo da sombra, região do escuro
Do coração duro, da alma abalada, abalada
Hoje eu canto a balada do lado sem luz
Subterrâneos gelados do eterno esperar
Pelo amor, pelo pão, pela libertação
Pela paz, pelo ar, pelo mar
Navegar, descobrir outro dia, outro sol
Hoje eu canto a balada do lado sem luz
A quem não foi permitido viver feliz e cantar
Como eu
Ouça aquele que vive do lado sem luz
O meu canto é a confirmação da promessa que diz
Que haverá esperança enquanto houver
Um canto mais feliz
Como eu gosto de cantar
Como eu prefiro cantar
Como eu costumo cantar
Como eu gosto de cantar
Quando não tão a balada, a balada, a balada
"
Balafon,345102,https://www.letras.com/gilberto-gil/345102/,Balafon de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Refavela"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Balafon"",""url"":""345102""}', 'views': 125, 'lyrics': 'Isso que toca, isso que toca\nchama-se balafon\nEm cada lugar tem o nome deve ser outro, qualquer no Camerum\nIsso que a gente chama marimba tem na África, todo mesmo som\nIsso que toca bem bem num lugar não lembro bem, chama-se balafon\n\n\nMarim-bajé\nIré-xiré\nBalafonjá\nOrim-axé\n\nMarim-bajé\nIré-xiré\nBalafonjá\nOrim-axé\n\nIsso que toca, isso que toca\nChama-se balafon\n\nIsso que toca bem bem isso que toca bem bem chama-se balafon\nEm cada lugar tem o nome deve ser outro, qualquer no Camerum\nIsso que a gente chama marimba tem na África, todo mesmo som\nIsso que toca bem bem num lugar não lembro bem, chama-se balafon\n\nMarim-bajé\nIré-xiré\nBalafonjá\nOrim-axé\n\nMarim-bajé\nIré-xiré\nBalafonjá\nOrim-axé\n\nIsso que toca, isso que toca\nChama-se balafon\n\nMarim-bajé\nIré-xiré\nBalafonjá\nOrim-axé\n\nMarim-bajé\nIré-xiré\nBalafonjá\nOrim-axé\n\nIsso que toca, isso que toca\nChama-se balafon\n\nEm cada lugar tem o nome deve ser outro, qualquer no Camerum\nIsso que a gente chama marimba tem na África, todo mesmo som\nIsso que toca bem bem, num lugar não lembro bem chama-se\nBalafon\n\nEu querer muqueca\nEu querer muqueca\nEu querer muqueca\nCom pimenta\xa0\nEu querer muqueca!'}","{""album_name"":""Refavela"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Balafon"",""url"":""345102""}",125,"Isso que toca, isso que toca
chama-se balafon
Em cada lugar tem o nome deve ser outro, qualquer no Camerum
Isso que a gente chama marimba tem na África, todo mesmo som
Isso que toca bem bem num lugar não lembro bem, chama-se balafon


Marim-bajé
Iré-xiré
Balafonjá
Orim-axé

Marim-bajé
Iré-xiré
Balafonjá
Orim-axé

Isso que toca, isso que toca
Chama-se balafon

Isso que toca bem bem isso que toca bem bem chama-se balafon
Em cada lugar tem o nome deve ser outro, qualquer no Camerum
Isso que a gente chama marimba tem na África, todo mesmo som
Isso que toca bem bem num lugar não lembro bem, chama-se balafon

Marim-bajé
Iré-xiré
Balafonjá
Orim-axé

Marim-bajé
Iré-xiré
Balafonjá
Orim-axé

Isso que toca, isso que toca
Chama-se balafon

Marim-bajé
Iré-xiré
Balafonjá
Orim-axé

Marim-bajé
Iré-xiré
Balafonjá
Orim-axé

Isso que toca, isso que toca
Chama-se balafon

Em cada lugar tem o nome deve ser outro, qualquer no Camerum
Isso que a gente chama marimba tem na África, todo mesmo som
Isso que toca bem bem, num lugar não lembro bem chama-se
Balafon

Eu querer muqueca
Eu querer muqueca
Eu querer muqueca
Com pimenta 
Eu querer muqueca!"
Balé da Bola,574230,https://www.letras.com/gilberto-gil/574230/,Balé da Bola de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Balé da Bola"",""url"":""574230""}', 'views': 57, 'lyrics': 'Quando meu olhar beijar Paris\nTerei mais amor\nSerei mais feliz\nSentirei no ar a emoção, no ar o ardor\nMeu coração de torcedor\nEsperou tanto tempo por esta ocasião\nQue um dia o menestrel sonhou\n\n\nMagos da bola na Cidade Luz\nFazem milagres, transmutações\nDores e horrores que a vida produz\nSão transformados no balé da bola\nSuor e sangue no balé da bola\nCrime e castigo no balé da bola\n\nQuando a seleção marcar um gol\nSerão séculos\nE mais séculos\nDesde que na velha China, no velho Japão\nJogava-se com um balão\nE na antiga Grécia ou na França medieval\nPraticava-se o futebol\n\nQuando a seleção marcar um gol\nSerão séculos\nE mais séculos\nTranscorridos desde que os astecas e os tupis\nConforme a voz da lenda diz\nPelejavam com a lua-bola e o balão-sol\nNum jogo de viver feliz\n\nE hoje a bola rola mais perfeita\nEsfera mágica, elevação\nNos pés dos ídolos deste planeta\nTem seu momento de consagração\nA bola símbolo da perfeição\nTem seu momento de consagração\n\nQuem lembrar Pelé ou Platini\nSabe o que se comemora aqui\nTantos que eu vi, tantos que eu não vi não (bis)\nTodos tem aqui seu panteão'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Balé da Bola"",""url"":""574230""}",57,"Quando meu olhar beijar Paris
Terei mais amor
Serei mais feliz
Sentirei no ar a emoção, no ar o ardor
Meu coração de torcedor
Esperou tanto tempo por esta ocasião
Que um dia o menestrel sonhou


Magos da bola na Cidade Luz
Fazem milagres, transmutações
Dores e horrores que a vida produz
São transformados no balé da bola
Suor e sangue no balé da bola
Crime e castigo no balé da bola

Quando a seleção marcar um gol
Serão séculos
E mais séculos
Desde que na velha China, no velho Japão
Jogava-se com um balão
E na antiga Grécia ou na França medieval
Praticava-se o futebol

Quando a seleção marcar um gol
Serão séculos
E mais séculos
Transcorridos desde que os astecas e os tupis
Conforme a voz da lenda diz
Pelejavam com a lua-bola e o balão-sol
Num jogo de viver feliz

E hoje a bola rola mais perfeita
Esfera mágica, elevação
Nos pés dos ídolos deste planeta
Tem seu momento de consagração
A bola símbolo da perfeição
Tem seu momento de consagração

Quem lembrar Pelé ou Platini
Sabe o que se comemora aqui
Tantos que eu vi, tantos que eu não vi não (bis)
Todos tem aqui seu panteão"
Balé de Berlim,597133,https://www.letras.com/gilberto-gil/597133/,Balé de Berlim de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Balé de Berlim"",""url"":""597133""}', 'views': 35, 'lyrics': 'Nossa seleção chega a Berlim\nNuma perna só\nMoleque saci\nUma perna só jogando por tantos milhões\nDe corações de curumins\nUma perna só pra tantos olhos e pulmões\nTantos estômagos e rins\nTantos fígados\n\n\nNossa seleção chega a Berlim\nTraz um protetor\nSenhor do Bonfim\nTraz um protetor no amor que integra essa nação\nAmor de pai, de mãe, de irmão\nTraz um protetor no amor ao mar, amor ao sol\nAmor aos dias de verão\nE o carnaval\n\nO carnaval não mata a fome\nNem mata a sede o São João\nMas nem só de pão vive o homem\nPor isso viva a seleção\n\nNossa seleção chega a Berlim\nPerder ou ganhar\nSerá sempre assim\nSerá sempre a vibração no ar, no ar o ardor\nMeu coração de torcedor\nGuardará sempre a lembrança de uma ilusão\nE o nome de um jogador\n\nBeckenbauer\nBauer\nBarbosa\nBobo\nBobby Charlton\nPuskas\nBellini\nEto´o\n\nViva Pelé!\nViva Mané!'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Balé de Berlim"",""url"":""597133""}",35,"Nossa seleção chega a Berlim
Numa perna só
Moleque saci
Uma perna só jogando por tantos milhões
De corações de curumins
Uma perna só pra tantos olhos e pulmões
Tantos estômagos e rins
Tantos fígados


Nossa seleção chega a Berlim
Traz um protetor
Senhor do Bonfim
Traz um protetor no amor que integra essa nação
Amor de pai, de mãe, de irmão
Traz um protetor no amor ao mar, amor ao sol
Amor aos dias de verão
E o carnaval

O carnaval não mata a fome
Nem mata a sede o São João
Mas nem só de pão vive o homem
Por isso viva a seleção

Nossa seleção chega a Berlim
Perder ou ganhar
Será sempre assim
Será sempre a vibração no ar, no ar o ardor
Meu coração de torcedor
Guardará sempre a lembrança de uma ilusão
E o nome de um jogador

Beckenbauer
Bauer
Barbosa
Bobo
Bobby Charlton
Puskas
Bellini
Eto´o

Viva Pelé!
Viva Mané!"
Bananeira,345103,https://www.letras.com/gilberto-gil/345103/,Bananeira de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Bananeira"",""url"":""345103""}', 'views': 258, 'lyrics': 'bananeira, não sei\nbananeira, sei lá\na bananeira, sei não\na maneira de ver\n\n\nbananeira, não sei\nbananeira, sei lá\na bananeira, sei não\nisso é lá com você\n\nserá\nno fundo do quintal\nquintal do seu olhar\nolhar do coração'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Bananeira"",""url"":""345103""}",258,"bananeira, não sei
bananeira, sei lá
a bananeira, sei não
a maneira de ver


bananeira, não sei
bananeira, sei lá
a bananeira, sei não
isso é lá com você

será
no fundo do quintal
quintal do seu olhar
olhar do coração"
